Hour,P_el,P_fc,m_dot_el,m_dot_fc,eta_el,i_model,V,eta_F,P_comp,m_H2,P_tank_bar
6229,343.115,145.591,6.9174234635475,7.94212148487576,0.680997295623409,1.10585244134902,1.83875078097715,0.998917708159304,4.55605781069573,31.9329194497065,64.3094044686871
6230,119.613,145.435,2.67627472552801,7.93361154297248,0.756524464681127,0.428575898953764,1.65234620308382,0.997207367289651,1.7050660649801,30.9082214283782,62.2457748147918
6231,6.96,146.967,0.166379297628449,8.01718353653547,0.80674196577427,0.0277662593523748,1.48685404089088,0.95689534340594,0.0861515760693137,25.6508846109338,51.6580739203074
6232,0,153.47,0,0.420784295915137,0,0,0,0,0,17.8000803720267,35.8474135139037
6233,0,153.35,0,0,0,0,0,0,0,17.3792960761116,35
6234,0,149.62,0,0,0,0,0,0,0,17.3792960761116,35
6235,0,142.35,0,0,0,0,0,0,0,17.3792960761116,35
6236,0,134.64,0,0,0,0,0,0,0,17.3792960761116,35
6237,0,128.028,0,0,0,0,0,0,0,17.3792960761116,35
6238,0,118.365,0,0,0,0,0,0,0,17.3792960761116,35
6239,0,111.869,0,0,0,0,0,0,0,17.3792960761116,35
6240,0,108.286,0,0,0,0,0,0,0,17.3792960761116,35
6241,0,106.798,0,0,0,0,0,0,0,17.3792960761116,35
6242,0,108.451,0,0,0,0,0,0,0,17.3792960761116,35
6243,0,112.074,0,0,0,0,0,0,0,17.3792960761116,35
6244,0,119.374,0,0,0,0,0,0,0,17.3792960761116,35
6245,0,134.655,0,0,0,0,0,0,0,17.3792960761116,35
6246,8.054,146.984,0.194161519197351,0,0.809124873445918,0.03220285144724,1.49167549933215,0.962833878973525,0.0559719486719528,17.3792960761116,35
6247,157.078,150.787,3.46715349535532,0.194161519197351,0.74050011221055,0.554872728367152,1.68917885358654,0.997843009733407,1.021000014921,17.5734575953089,35.3910200471956
6248,445.719,151.014,8.69110386391201,3.46715349535532,0.65491425666583,1.38909460121585,1.9124044600021,0.999138391961758,3.40996666345186,20.8464495714669,41.9824676330957
6249,737.968,151.037,13.1310976114519,8.23920573875569,0.598684169024269,2.09812505483645,2.09263247784718,0.999429559705449,6.93232871611406,26.0703999400236,52.5029318739231
6250,932.479,150.834,15.7741955327473,8.2281319040995,0.569977912400169,2.52020603617523,2.19823552439806,0.999525096338511,10.0679281524541,30.9622918127198,62.3546666504374
6251,973.906,148.224,16.285505056697,8.08575402994845,0.564763858924723,2.60185795829956,2.2185633119256,0.999539999841087,12.8036295806818,38.5083554413676,77.5516128239768
6252,852.394,146.093,14.6445555204007,7.96950604151324,0.581873785222096,2.33981182484872,2.15321574855097,0.999488482337949,13.5470749599766,46.7081064681162,94.0650138661904
6253,566.909,142.835,10.5181163000121,7.79177917791779,0.630383087958108,1.68085344818636,1.98712250361892,0.999287947991196,10.7887249226002,53.3831559470036,107.507832881294
6254,201.469,141.771,4.28373036395346,7.73373701006464,0.725086270698892,0.685273332620036,1.72579691752413,0.998253463228009,4.5590062513249,56.1094930690979,112.998377426677
6255,13.015,143.69,0.309366062127844,7.83842020565693,0.81184494031787,0.0506000686456697,1.50754245243513,0.976346769751109,0.31408836201676,52.6594864229868,106.050441671105
6256,0,151.326,0,8.25497095164062,0,0,0,0,0,45.1304322794577,90.887750738776
6257,0,151.09,0,8.24209693696642,0,0,0,0,0,36.8754613278171,74.2631428120742
6258,0,147.083,0,8.02351144205329,0,0,0,0,0,28.6333643908506,57.6644617417667
6259,0,139.8,0,3.23055687268575,0,0,0,0,0,20.6098529487973,41.5059879323547
6260,0,131.506,0,0,0,0,0,0,0,17.3792960761116,35
6261,0,125.19,0,0,0,0,0,0,0,17.3792960761116,35
6262,0,116.204,0,0,0,0,0,0,0,17.3792960761116,35
6263,0,107.745,0,0,0,0,0,0,0,17.3792960761116,35
6264,0,102.489,0,0,0,0,0,0,0,17.3792960761116,35
6265,0,101.709,0,0,0,0,0,0,0,17.3792960761116,35
6266,0,100.882,0,0,0,0,0,0,0,17.3792960761116,35
6267,0,101.247,0,0,0,0,0,0,0,17.3792960761116,35
6268,0,100.623,0,0,0,0,0,0,0,17.3792960761116,35
6269,0,104.323,0,0,0,0,0,0,0,17.3792960761116,35
6270,7.731,114.455,0.186246368628223,0,0.80856336840223,0.0309388670550067,1.4903573761728,0.961315484753924,0.0536902071444995,17.3792960761116,35
6271,170.539,127.883,3.7379062320031,0.186246368628222,0.73527499376951,0.598109711705419,1.70144857739072,0.997998937233651,1.0997891355581,17.5655424447398,35.3750798003233
6272,490.293,130.901,9.4144193003863,3.73790623200309,0.644942816955212,1.50460212244114,1.94210064545091,0.999204537162061,3.7652226022309,21.1172023081147,42.5277340087401
6273,813.654,131.579,14.1893284935976,7.17775413905027,0.586821152539674,2.26711581587498,2.13502739629397,0.999472080311952,7.73499615217095,26.7937153764979,53.9596099905586
6274,1007.839,133.475,16.7429279614293,7.28118266372092,0.56018527236406,2.67490463090321,2.23672450132766,0.999552561590249,11.6653830117739,33.8052897310453,68.0801532700114
6275,1035.091,129.997,17.0539856424449,7.09145460000545,0.557116861110988,2.72457798208638,2.24906197821953,0.999560719097726,14.8214997569423,43.2670350287537,87.1350726389832
6276,883.751,126.697,15.0474771503164,6.91143659820527,0.577569646985942,2.40415509249206,2.16929155719609,0.999502172269159,15.4013281685572,53.2295660711931,107.198519683002
6277,581.909,124.546,10.7293703867697,6.79409759157734,0.627680991072168,1.71458898690101,1.99570482451708,0.999301958029925,12.1770500485031,61.3656066233043,123.583614802896
6278,208.745,125.448,4.41306567648691,6.84330251206939,0.722734307534894,0.705927117406459,1.73150173350126,0.998304562829825,5.2297144187806,65.3008794184966,131.508823466614
6279,12.821,128.3,0.303752233240441,6.99888170635245,0.811849998375262,0.0497035863826508,1.50687433040507,0.975920146585167,0.350639768226941,62.8706425829142,126.614592487818
6280,0,137.464,0,7.49878624226059,0,0,0,0,0,56.1755131098022,113.131334562256
6281,0,137.094,0,7.47860240569511,0,0,0,0,0,48.6767268675416,98.0295998700273
6282,0,132.534,0,7.22985025775305,0,0,0,0,0,41.1981244618465,82.9685132153661
6283,0,125.029,0,6.82044568093173,0,0,0,0,0,33.9682742040934,68.4083861588293
6284,0,119.897,0,6.54049041267763,0,0,0,0,0,27.1478285231617,54.6727551075388
6285,0,116,0,3.22804203437245,0,0,0,0,0,20.607338110484,41.5009233232601
6286,0,108.496,0,0,0,0,0,0,0,17.3792960761116,35
6287,0,99.125,0,0,0,0,0,0,0,17.3792960761116,35
6288,0,93.676,0,0,0,0,0,0,0,17.3792960761116,35
6289,0,90.733,0,0,0,0,0,0,0,17.3792960761116,35
6290,0,91.647,0,0,0,0,0,0,0,17.3792960761116,35
6291,0,91.248,0,0,0,0,0,0,0,17.3792960761116,35
6292,0,91.453,0,0,0,0,0,0,0,17.3792960761116,35
6293,0,91.838,0,0,0,0,0,0,0,17.3792960761116,35
6294,6.636,94.939,0.159348580115728,0,0.805923640551879,0.0266435116390284,1.48553850732242,0.955078929140387,0.0459362420733869,17.3792960761116,35
6295,161.326,101.953,3.55302542397118,0.159348580115729,0.738829796363177,0.568585768511299,1.69308594256411,0.99789503160197,1.04234879388652,17.5386446562273,35.3209105984285
6296,470.578,109.092,9.09699442352657,3.55302542397118,0.649274918334249,1.45391198249331,1.92908898925965,0.999176803624499,3.59118813604509,20.9323215000828,42.1554042979866
6297,741.109,113.42,13.1740005478974,6.18716417096255,0.598193013681195,2.10497630063076,2.09435455583754,0.9994314163661,7.08264359151066,26.4762904996382,53.3203510331511
6298,873.701,117.911,14.9797448805954,6.4321523061397,0.57828836279542,2.39333880655659,2.1665906133176,0.999499922421762,10.3343321030871,33.463126876573,67.3910747334538
6299,859.205,117.056,14.7522152548394,6.38551127840057,0.580716942898289,2.35700419823619,2.15751320916275,0.999492213431278,12.5079293241846,42.0107194510287,84.6049905788234
6300,711.086,111.693,12.6630293924137,6.09295475002046,0.604100787844912,2.02337841316517,2.07382533760643,0.999408486783046,12.4297854388268,50.3774234274675,101.454616587432
6301,457.435,109.423,8.78494864710079,5.96912418514579,0.653600224411869,1.40408084060664,1.91626689595707,0.99914758820171,9.4511599220033,56.9474980698607,114.686027772137
6302,164.483,109.41,3.55781929528313,5.96841502332051,0.738736914957101,0.569351310299009,1.69330361696291,0.99789786191296,3.96290859686121,59.7633225318157,120.356790024924
6303,11.146,114.821,0.264449204334283,6.26358999536317,0.811608622656327,0.0434272161896889,1.50194730989429,0.97243997706282,0.28597247637186,57.3527268037783,115.502114086853
6304,0,123.614,0,6.7432561437962,0,0,0,0,0,51.3535860127494,103.420501185706
6305,0,125.186,0,6.82901017374465,0,0,0,0,0,44.6103298689533,89.8403214132191
6306,0,122.405,0,6.67730409404577,0,0,0,0,0,37.7813196952086,76.0874424108528
6307,0,115.616,0,6.30695796852412,0,0,0,0,0,31.1040156011628,62.6400828476057
6308,0,111.326,0,6.07293456618389,0,0,0,0,0,24.7970576326387,49.9385598439345
6309,0,111.569,0,1.34482699034323,0,0,0,0,0,18.7241230664548,37.7083343569197
6310,0,104.753,0,0,0,0,0,0,0,17.3792960761116,35
6311,0,99.892,0,0,0,0,0,0,0,17.3792960761116,35
6312,0,97.013,0,0,0,0,0,0,0,17.3792960761116,35
6313,0,96.361,0,0,0,0,0,0,0,17.3792960761116,35
6314,0,98.464,0,0,0,0,0,0,0,17.3792960761116,35
6315,0,102.775,0,0,0,0,0,0,0,17.3792960761116,35
6316,0,112.014,0,0,0,0,0,0,0,17.3792960761116,35
6317,0,132.278,0,0,0,0,0,0,0,17.3792960761116,35
6318,1.61,147.918,0.0341376304570554,0,0.711058867150166,0.00664835365396492,1.44555552747695,0.819977224952235,0.00984103187708509,17.3792960761116,35
6319,40.647,152.578,0.965055639793426,0.0341376304570566,0.796807115820834,0.155308296882279,1.56108146683812,0.992293682318898,0.279257499131775,17.4134337065687,35.0687494511149
6320,136.498,151.157,3.04519564119765,0.965055639793427,0.748897602121154,0.487489532409284,1.66973880555229,0.997544859951412,0.97029843754003,18.344351715905,36.9435164258003
6321,224.556,153.301,4.7854160257162,3.04519564119765,0.716085921761516,0.765388403172032,1.74780815828279,0.998436277490846,1.82027612936682,20.4244917173092,41.1326907013465
6322,243.88,155.977,5.14670809120405,4.7854160257162,0.709798963215324,0.823083772050492,1.76348273753254,0.998545889112473,2.20624507822397,22.1647121018278,44.6373040752949
6323,222.365,157.418,4.73831944319152,5.14670809120405,0.716917097276972,0.757867466618922,1.74575466016104,0.998420759397913,2.0770648378682,22.5260041673156,45.364906748999
6324,181.01,157.775,3.93589348294593,4.73831944319152,0.73152813939461,0.629726645946571,1.71033548226721,0.998099405381701,1.68220285585849,22.1176155193031,44.5424567131725
6325,111.634,156.56,2.52157088700069,3.93589348294593,0.759811208304349,0.403870969387444,1.64491675733347,0.997036540962325,1.02236812990469,21.3151895590575,42.9264586609154
6326,44.576,156.458,1.05337602520342,2.52157088700069,0.794479473424279,0.169412335421948,1.56666735835194,0.992935254264073,0.384772794712031,19.9008669631123,40.0781677611404
6327,6.635,156.873,0.159194363418241,1.05337602520342,0.805904491796877,0.0266188845018763,1.48550916043543,0.955037369270626,0.0511576381096892,18.432672101315,37.1213840146723
6328,0,160.917,0,0.159194363418241,0,0,0,0,0,17.5384904395298,35.3206000228799
6329,0,158.504,0,0,0,0,0,0,0,17.3792960761116,35
6330,0,155.789,0,0,0,0,0,0,0,17.3792960761116,35
6331,0,146.119,0,0,0,0,0,0,0,17.3792960761116,35
6332,0,137.374,0,0,0,0,0,0,0,17.3792960761116,35
6333,0,130.444,0,0,0,0,0,0,0,17.3792960761116,35
6334,0,121.163,0,0,0,0,0,0,0,17.3792960761116,35
6335,0,113.615,0,0,0,0,0,0,0,17.3792960761116,35
6336,0,109.791,0,0,0,0,0,0,0,17.3792960761116,35
6337,0,108.63,0,0,0,0,0,0,0,17.3792960761116,35
6338,0,110.013,0,0,0,0,0,0,0,17.3792960761116,35
6339,0,113.63,0,0,0,0,0,0,0,17.3792960761116,35
6340,0,120.885,0,0,0,0,0,0,0,17.3792960761116,35
6341,0,137.337,0,0,0,0,0,0,0,17.3792960761116,35
6342,1.674,153.258,0.0357597452601155,0,0.716402298783345,0.00690739203555626,1.44658652713622,0.826728370400171,0.0103086473287576,17.3792960761116,35
6343,31.75,157.901,0.758981090171631,0.0357597452601155,0.802301655121954,0.122399887612793,1.54715321570671,0.990221763290568,0.219665276241784,17.4150558213717,35.0720162127754
6344,97.055,158.249,2.21601562552333,0.758981090171631,0.766474260774624,0.355076309311292,1.62995127417066,0.996629301806682,0.691945715505696,18.1382771662832,36.5285048393025
6345,197.394,159.816,4.26339583439546,2.21601562552334,0.725458134225783,0.682026075633546,1.72489792027116,0.998245147631381,1.51917765473744,19.5953117016349,39.4628129098926
6346,276.351,161.428,5.75075707298799,4.26339583439546,0.699618670903476,0.919545422204986,1.7894168407498,0.998698427456236,2.38356428939092,21.6426919105071,43.5860125490898
6347,295.221,159.359,6.09010204067094,5.75075707298799,0.694067840282967,0.973736020221801,1.80385858549259,0.998770862893607,2.76673366659991,23.1300531490996,46.5813952805166
6348,258.834,157.918,5.42254192633544,6.09010204067094,0.70510080937422,0.86713216499147,1.77536431057692,0.998619754724128,2.51132953652127,23.4693981167825,47.2647989015199
6349,179.361,156.319,3.90186465845433,5.42254192633544,0.732167850490575,0.624292522783937,1.70881280040519,0.998082861750532,1.7389574872812,22.801838002447,45.9204059008242
6350,75.222,155.603,1.73814588976117,3.90186465845433,0.7774187992817,0.278764446100507,1.60551689705651,0.995706572014373,0.703088752591778,21.2811607345659,42.8579283331052
6351,6.955,156.353,0.166974135938192,1.73814588976117,0.806806529835749,0.0278612501340221,1.486963392456,0.957042305405234,0.0571282736111386,19.1174419658728,38.5004355685764
6352,0,160.205,0,0.16697413593819,0,0,0,0,0,17.5462702120498,35.3362676331793
6353,0,157.131,0,0,0,0,0,0,0,17.3792960761116,35
6354,0,154.07,0,0,0,0,0,0,0,17.3792960761116,35
6355,0,144.49,0,0,0,0,0,0,0,17.3792960761116,35
6356,0,137.675,0,0,0,0,0,0,0,17.3792960761116,35
6357,0,130.7,0,0,0,0,0,0,0,17.3792960761116,35
6358,0,119.94,0,0,0,0,0,0,0,17.3792960761116,35
6359,0,113.848,0,0,0,0,0,0,0,17.3792960761116,35
6360,0,110.496,0,0,0,0,0,0,0,17.3792960761116,35
6361,0,108.782,0,0,0,0,0,0,0,17.3792960761116,35
6362,0,109.244,0,0,0,0,0,0,0,17.3792960761116,35
6363,0,112.112,0,0,0,0,0,0,0,17.3792960761116,35
6364,0,118.484,0,0,0,0,0,0,0,17.3792960761116,35
6365,0,134.514,0,0,0,0,0,0,0,17.3792960761116,35
6366,1.223,147.593,0.0243011349749704,0,0.666085884121873,0.00507754629470591,1.43834646918163,0.764284753930533,0.00700541428142987,17.3792960761116,35
6367,32.258,151.195,0.770829752768864,0.0243011349749693,0.801985470805613,0.124292021497163,1.54799585427713,0.990370620254873,0.222811589444057,17.4035972110866,35.0489398258939
6368,90.464,151.648,2.07401906025006,0.770829752768865,0.769655089588903,0.332400626683572,1.62284050748424,0.99639935975384,0.648371917741047,18.1501258288805,36.5523667488463
6369,153.564,154.254,3.39196221626384,2.07401906025006,0.741973024881971,0.542865300034155,1.68574501052508,0.997795300097077,1.19444359185714,19.4533151363617,39.1768473700457
6370,203.142,157.39,4.3724243944812,3.39196221626385,0.723470926456378,0.699437039209344,1.72971150592366,0.998288830863692,1.70625498413532,20.7712582923754,41.8310406272678
6371,209.645,157.787,4.49596128291952,4.3724243944812,0.721238663144963,0.719164863397572,1.73514661780537,0.998335770926528,1.87689601860156,21.7517204705928,43.8055841350901
6372,172.751,156.821,3.77255275840211,4.49596128291952,0.73461493139093,0.603642476778046,1.70300865104148,0.998017278239474,1.5876080451618,21.8752573590311,44.0543739063447
6373,128.968,154.974,2.88443232285791,3.77255275840211,0.752186219257767,0.461816953795602,1.66221112491913,0.997408377790272,1.15639316716014,21.1518488345137,42.5975083205796
6374,64.452,154.06,1.50111560865159,2.88443232285791,0.783124282271219,0.240912661324896,1.59274005139392,0.995031995961924,0.564077777419785,20.2637283989695,40.8089309749888
6375,10.817,154.927,0.261255605676062,1.5011156086516,0.811563176991968,0.0429172247721166,1.50152555933909,0.972112477434391,0.0875218964495503,18.8804116847632,38.0230825272045
6376,0,159.245,0,0.261255605676062,0,0,0,0,0,17.6405516817877,35.5261401934012
6377,0,157.292,0,0,0,0,0,0,0,17.3792960761116,35
6378,0,153.666,0,0,0,0,0,0,0,17.3792960761116,35
6379,0,145.473,0,0,0,0,0,0,0,17.3792960761116,35
6380,0,138.297,0,0,0,0,0,0,0,17.3792960761116,35
6381,0,132.269,0,0,0,0,0,0,0,17.3792960761116,35
6382,0,123.512,0,0,0,0,0,0,0,17.3792960761116,35
6383,0,117.027,0,0,0,0,0,0,0,17.3792960761116,35
6384,0,113.393,0,0,0,0,0,0,0,17.3792960761116,35
6385,0,111.229,0,0,0,0,0,0,0,17.3792960761116,35
6386,0,112.572,0,0,0,0,0,0,0,17.3792960761116,35
6387,0,115.049,0,0,0,0,0,0,0,17.3792960761116,35
6388,0,121.733,0,0,0,0,0,0,0,17.3792960761116,35
6389,0,137.844,0,0,0,0,0,0,0,17.3792960761116,35
6390,1.287,150.766,0.0259314171669262,0,0.675480661718743,0.00533788894107392,1.43967636124127,0.775781195993763,0.00747538418868114,17.3792960761116,35
6391,28.71,154.305,0.687918345125925,0.0259314171669267,0.80418867285315,0.111051752182828,1.54196529814903,0.989222546688725,0.19888163059974,17.4052274932785,35.0522230357816
6392,77.826,154.248,1.79895393725749,0.687918345125926,0.775986571562847,0.288474990743502,1.60871364362452,0.995851095891533,0.557736699987241,18.0672144212375,36.3853922491431
6393,154.171,155.432,3.40483349118503,1.79895393725749,0.741720195399452,0.544920736689016,1.6863336834866,0.997803616207455,1.17112084734862,19.1782500133691,38.6228963203267
6394,222.663,156.556,4.74833977850887,3.40483349118503,0.716740024449682,0.759467631686593,1.74619177365214,0.998424086788758,1.85467422076718,20.7841295672966,41.8569619660993
6395,264.698,154.846,5.5347892893276,4.74833977850887,0.703213022667912,0.885057144895809,1.78018013521917,0.998647708703118,2.36706887842735,22.1276358546205,44.562636571699
6396,266.372,153.899,5.56357263031508,5.5347892893276,0.702731130378506,0.889653607521094,1.78141334259748,0.998654695418343,2.49600567977871,22.9140853654392,46.1464598035554
6397,208.115,153.303,4.46365838666129,5.56357263031508,0.721820405797377,0.714006356766809,1.73372731616118,0.998323747312691,2.00592794754934,22.9428687064267,46.2044263017467
6398,90.185,152.317,2.06319667762836,4.46365838666129,0.769899868308156,0.330672381263459,1.62229390821815,0.996380541157648,0.86644300834025,21.8429544627729,43.9893194090804
6399,13.389,151.105,0.323336998602985,2.06319667762837,0.811798432497705,0.0528311121988193,1.50917122670236,0.97734563925549,0.113756131543843,19.44249275374,39.1550522760384
6400,0,155.881,0,0.323336998602986,0,0,0,0,0,17.7026330747146,35.6511653234713
6401,0,154.615,0,0,0,0,0,0,0,17.3792960761116,35
6402,0,151.306,0,0,0,0,0,0,0,17.3792960761116,35
6403,0,143.444,0,0,0,0,0,0,0,17.3792960761116,35
6404,0,136.194,0,0,0,0,0,0,0,17.3792960761116,35
6405,0,130.059,0,0,0,0,0,0,0,17.3792960761116,35
6406,0,121.793,0,0,0,0,0,0,0,17.3792960761116,35
6407,0,115.586,0,0,0,0,0,0,0,17.3792960761116,35
6408,0,112.232,0,0,0,0,0,0,0,17.3792960761116,35
6409,0,110.674,0,0,0,0,0,0,0,17.3792960761116,35
6410,0,111.334,0,0,0,0,0,0,0,17.3792960761116,35
6411,0,114.122,0,0,0,0,0,0,0,17.3792960761116,35
6412,0,120.459,0,0,0,0,0,0,0,17.3792960761116,35
6413,0,135.521,0,0,0,0,0,0,0,17.3792960761116,35
6414,0.965,147.752,0.0177121770070296,0,0.615012541038776,0.00402534394431192,1.43220786147408,0.702670109475502,0.00510598117693102,17.3792960761116,35
6415,42.086,151.296,0.99814374387094,0.0177121770070308,0.79593222777244,0.160592194738334,1.56319674310858,0.992547240068324,0.288306902026892,17.3970082531186,35.0356703857585
6416,148.137,153.275,3.28379942748657,0.998143743870941,0.744109227485561,0.525592593009711,1.68078348546146,0.997722846382914,1.04967615647032,18.3774398199825,37.0101522456656
6417,282.825,157.805,5.8721357871746,3.28379942748657,0.69761986543227,0.938928603730251,1.79459212097094,0.998725297035865,2.27351991097559,20.6630955035982,41.6132126099174
6418,388.811,153.205,7.73021471392891,5.8721357871746,0.668738628459591,1.23564851353405,1.8726700795348,0.999031395205694,3.53632698054066,23.2514318632862,46.825838725057
6419,424.591,149.015,8.32570182763038,7.73021471392891,0.66009059358373,1.33074290383289,1.89733590810795,0.999100611342102,4.20076173231726,25.1095107900405,50.5678063025465
6420,361.719,146.702,7.25779952306427,8.00272754548182,0.675797001324647,1.16020769624425,1.85299412016337,0.998968413088312,3.76763645507039,25.704997903742,51.7670521689081
6421,218.023,144.857,4.64968100389136,7.58077380521283,0.718488940856158,0.743712637491057,1.74188301932862,0.998390702249832,2.32884098478865,24.9600698813244,50.2668486698463
6422,60.812,143.44,1.41836551778669,4.64968100389136,0.785164580216236,0.227698152972132,1.58814090850929,0.994743676842947,0.602810870746442,22.028977080003,44.3639485985792
6423,1.609,145.056,0.0340740672951539,1.41836551778669,0.710840400555902,0.00663820314023016,1.44551436289203,0.81970195111501,0.0113296058308874,18.7976615938983,37.8564329018348
6424,0,149.105,0,0.0340740672951547,0,0,0,0,0,17.4133701434068,35.0686214418644
6425,0,147.098,0,0,0,0,0,0,0,17.3792960761116,35
6426,0,143.325,0,0,0,0,0,0,0,17.3792960761116,35
6427,0,135.495,0,0,0,0,0,0,0,17.3792960761116,35
6428,0,128.323,0,0,0,0,0,0,0,17.3792960761116,35
6429,0,123.85,0,0,0,0,0,0,0,17.3792960761116,35
6430,0,117.55,0,0,0,0,0,0,0,17.3792960761116,35
6431,0,111.467,0,0,0,0,0,0,0,17.3792960761116,35
6432,0,106.952,0,0,0,0,0,0,0,17.3792960761116,35
6433,0,103.451,0,0,0,0,0,0,0,17.3792960761116,35
6434,0,103.737,0,0,0,0,0,0,0,17.3792960761116,35
6435,0,103.863,0,0,0,0,0,0,0,17.3792960761116,35
6436,0,104.323,0,0,0,0,0,0,0,17.3792960761116,35
6437,0,105.873,0,0,0,0,0,0,0,17.3792960761116,35
6438,0.708,112.779,0.0111164545858345,0,0.525700693165567,0.00297206136641489,1.42426581932692,0.597297993974652,0.00320459804839081,17.3792960761116,35
6439,22.715,120.068,0.546708331136617,0.0111164545858351,0.807803562375178,0.0885016753206505,1.53080373048558,0.986476469852696,0.15779732660989,17.3904125306974,35.0223873227546
6440,84.747,125.786,1.95032612874539,0.546708331136617,0.772473407169192,0.312647883702118,1.61655052917382,0.996171875337477,0.596051543018158,17.9260044072482,36.101010737488
6441,145.814,128.097,3.23446811154032,1.95032612874539,0.745090504479795,0.517714787924411,1.67851161415532,0.997688196083631,1.12711765554484,19.329622204857,38.9277433451356
6442,203.277,129.345,4.37542362218576,3.23446811154032,0.723416489794669,0.699915991185585,1.72984369472148,0.99829000181542,1.68791351284535,20.6137641876519,41.5138647392927
6443,223.097,128.118,4.75418359426335,4.37542362218576,0.716636814055902,0.760400840959144,1.74644664411633,0.998426020843459,1.98508377009121,21.7547196982974,43.8116242513986
6444,191.116,125.25,4.13475320469768,4.75418359426335,0.727824046191848,0.661482906594151,1.71919699087879,0.998190648522653,1.76896614801902,22.1334796703749,44.5744053769781
6445,128.955,122.693,2.88356253723652,4.13475320469768,0.752204154807942,0.461678056191517,1.66217019180804,0.997407598090845,1.18498071496618,21.5140492808093,43.3269403738012
6446,48.133,122.868,1.13416283215794,2.88356253723653,0.792373717729782,0.182313323495019,1.57162169958575,0.993435174943106,0.426158707826745,20.2628586133481,40.8071793219521
6447,2.703,126.186,0.0616461919856598,1.13416283215794,0.765799232473345,0.0110412444930305,1.45946732638162,0.891601433602779,0.0199631259018579,18.5134589082695,37.2840798011429
6448,0,131.639,0,0.061646191985659,0,0,0,0,0,17.4409422680973,35.1241486830105
6449,0,130.47,0,0,0,0,0,0,0,17.3792960761116,35
6450,0,126.323,0,0,0,0,0,0,0,17.3792960761116,35
6451,0,118.749,0,0,0,0,0,0,0,17.3792960761116,35
6452,0,113.901,0,0,0,0,0,0,0,17.3792960761116,35
6453,0,112.288,0,0,0,0,0,0,0,17.3792960761116,35
6454,0,105.691,0,0,0,0,0,0,0,17.3792960761116,35
6455,0,100.441,0,0,0,0,0,0,0,17.3792960761116,35
6456,0,95.557,0,0,0,0,0,0,0,17.3792960761116,35
6457,0,93.597,0,0,0,0,0,0,0,17.3792960761116,35
6458,0,93.37,0,0,0,0,0,0,0,17.3792960761116,35
6459,0,93.531,0,0,0,0,0,0,0,17.3792960761116,35
6460,0,93.313,0,0,0,0,0,0,0,17.3792960761116,35
6461,0,92.404,0,0,0,0,0,0,0,17.3792960761116,35
6462,0.708,95.444,0.0111164545858345,0,0.525700693165567,0.00297206136641489,1.42426581932692,0.597297993974652,0.00320459804839081,17.3792960761116,35
6463,36.357,102.444,0.866050075347149,0.0111164545858351,0.799441232913478,0.139497923205694,1.55456824944518,0.991420266002664,0.249969460527435,17.3904125306974,35.0223873227546
6464,139.701,108.019,3.11133565965472,0.86605007534715,0.747559486742865,0.498051548924527,1.67281490754724,0.997596925304479,0.981848714637238,18.2453461514587,36.7441300559241
6465,240.149,114.134,5.08096732578956,3.11133565965472,0.710931450253881,0.812585512959695,1.76064045086366,0.998527102618497,1.94229117021061,20.4906317357663,41.2658894589866
6466,283.199,120.092,5.87366352998484,5.08096732578957,0.697594803185429,0.939172571681414,1.79465718968057,0.998725628164222,2.56444744821302,22.4602634019012,45.2325120432854
6467,284.55,120.637,5.89605176615398,5.87366352998484,0.697227800920262,0.942747788708592,1.79561053867915,0.99873046101129,2.6974905238516,23.2529596060964,46.8289154318536
6468,234.036,117.059,4.95834032200719,5.89605176615398,0.713057396315962,0.793002989861295,1.75532724556628,0.998490730691324,2.27137097247797,23.2753478422656,46.874002888934
6469,133.845,114.179,2.98334701167863,4.9583403220072,0.750156645195314,0.477612815382829,1.66685152032761,0.997494089279563,1.29274369977169,22.3376363981188,44.9855546801341
6470,39.253,114.104,0.931032540434008,2.98334701167863,0.797709886657782,0.149875087976128,1.55887578299271,0.992014316118524,0.352498587538523,20.3626430877902,41.0081343313022
6471,1.158,118.709,0.0226268492833172,0.931032540434007,0.655321196223964,0.00481017665165154,1.436911162515,0.751182719271904,0.00718587868288378,18.3103286165456,36.8749976277797
6472,0,125.562,0,0.0226268492833164,0,0,0,0,0,17.4019229253949,35.0455679977743
6473,0,126.554,0,0,0,0,0,0,0,17.3792960761116,35
6474,0,123.903,0,0,0,0,0,0,0,17.3792960761116,35
6475,0,117.954,0,0,0,0,0,0,0,17.3792960761116,35
6476,0,113.946,0,0,0,0,0,0,0,17.3792960761116,35
6477,0,114.273,0,0,0,0,0,0,0,17.3792960761116,35
6478,0,108.525,0,0,0,0,0,0,0,17.3792960761116,35
6479,0,103.224,0,0,0,0,0,0,0,17.3792960761116,35
6480,0,100.52,0,0,0,0,0,0,0,17.3792960761116,35
6481,0,98.787,0,0,0,0,0,0,0,17.3792960761116,35
6482,0,97.983,0,0,0,0,0,0,0,17.3792960761116,35
6483,0,102.478,0,0,0,0,0,0,0,17.3792960761116,35
6484,0,112.869,0,0,0,0,0,0,0,17.3792960761116,35
6485,0,131.543,0,0,0,0,0,0,0,17.3792960761116,35
6486,0.515,144.742,0.00613528831415963,0,0.398434663175677,0.00217661011535802,1.41617947119559,0.450128865137224,0.0017686513992442,17.3792960761116,35
