cond_id,T_degC,T_K,SOC_store,SOC_pct,t_h,Q_Ah,SOH_init,EFC,T_degC_n,SOC_store_n,t_h_n
TP_0C_50SOC,0,273.15,0.5,50,0,3.00315379838508,1,0,-2.33785605878038,0,-1.36347069561629
TP_0C_50SOC,0,273.15,0.5,50,160.33,2.99843337747104,0.998428178764411,0,-2.33785605878038,0,-1.33846046022668
TP_0C_50SOC,0,273.15,0.5,50,276.98,2.99791915984479,0.998256952892954,0,-2.33785605878038,0,-1.32026396575779
TP_0C_50SOC,0,273.15,0.5,50,408.99,2.99558409556572,0.997479415531955,0,-2.33785605878038,0,-1.29967143052556
TP_0C_50SOC,0,273.15,0.5,50,708.11,2.99302360604556,0.996626815334943,0,-2.33785605878038,0,-1.25301103253555
TP_0C_50SOC,0,273.15,0.5,50,1009.1,2.98942405264463,0.99542822423952,0,-2.33785605878038,0,-1.20605892906197
TP_0C_50SOC,0,273.15,0.5,50,1285.6,2.98652927377801,0.994464311279692,0,-2.33785605878038,0,-1.16292707547732
TP_0C_50SOC,0,273.15,0.5,50,1945,2.9840553936869,0.993640550574383,0,-2.33785605878038,0,-1.06006579427039
TP_0C_50SOC,0,273.15,0.5,50,2579.2,2.98162262399036,0.99283047894307,0,-2.33785605878038,0,-0.961135517440793
TP_0C_50SOC,0,273.15,0.5,50,3286.7,2.97945910701932,0.992110063967253,0,-2.33785605878038,0,-0.85077100962474
TP_0C_50SOC,0,273.15,0.5,50,3872.7,2.97723338949598,0.991368937247557,0,-2.33785605878038,0,-0.759359558627981
TP_0C_50SOC,0,273.15,0.5,50,4483,2.9745857897287,0.990487330794799,0,-2.33785605878038,0,-0.664157496267363
TP_0C_50SOC,0,273.15,0.5,50,5118.6,2.97279959692411,0.989892558457282,0,-2.33785605878038,0,-0.565008830305691
TP_0C_50SOC,0,273.15,0.5,50,5753.1,2.97039469081612,0.989091764935057,0,-2.33785605878038,0,-0.466031755804934
TP_0C_50SOC,0,273.15,0.5,50,6388.1,2.96768680521628,0.988190084308079,0,-2.33785605878038,0,-0.366976685185579
TP_0C_50SOC,0,273.15,0.5,50,7026.7,2.96668499794046,0.987856499236159,0,-2.33785605878038,0,-0.26736004251232
TP_0C_50SOC,0,273.15,0.5,50,7663.4,2.96500105659552,0.987295774924988,0,-2.33785605878038,0,-0.168039785089732
TP_0C_50SOC,0,273.15,0.5,50,8300.1,2.96380112341537,0.986896217239733,0,-2.33785605878038,0,-0.0687195276671444
TP_0C_50SOC,0,273.15,0.5,50,9031.6,2.95698458679776,0.984626424523397,0,-2.33785605878038,0,0.0453887938416083
TP_0C_50SOC,0,273.15,0.5,50,9665.8,2.95779563543141,0.984896490157094,0,-2.33785605878038,0,0.144319070671206
TP_0C_50SOC,0,273.15,0.5,50,10302,2.95674529630389,0.984546744790045,0,-2.33785605878038,0,0.243561331975196
TP_0C_50SOC,0,273.15,0.5,50,10939,2.95472741524477,0.983874824137761,0,-2.33785605878038,0,0.342928387068942
TP_0C_50SOC,0,273.15,0.5,50,11575,2.95346787385952,0.983455417916898,0,-2.33785605878038,0,0.442139449925493
TP_0C_50SOC,0,273.15,0.5,50,12211,2.95173609387575,0.982878764138893,0,-2.33785605878038,0,0.541350512782044
TP_0C_50SOC,0,273.15,0.5,50,12844,2.94995873451384,0.982286933190087,0,-2.33785605878038,0,0.640093598927007
TP_0C_50SOC,0,273.15,0.5,50,13481,2.94888420871833,0.981929134067015,0,-2.33785605878038,0,0.739460654020753
TP_0C_50SOC,0,273.15,0.5,50,14119,2.94778239293184,0.981562247833256,0,-2.33785605878038,0,0.838983701351695
TP_0C_50SOC,0,273.15,0.5,50,14695,2.94440109599324,0.980436332490386,0,-2.33785605878038,0,0.928835229976496
TP_0C_50SOC,0,273.15,0.5,50,15148,2.9405286775678,0.979146881904298,0,-2.33785605878038,0,0.999499713426209
TP_0C_50SOC,0,273.15,0.5,50,15811,2.941135586509,0.97934897243377,0,-2.33785605878038,0,1.10292256668705
TP_0C_50SOC,0,273.15,0.5,50,17001,2.93987122769142,0.978927962088492,0,-2.33785605878038,0,1.28855332895009
TP_0C_50SOC,0,273.15,0.5,50,18239,2.93764375519728,0.978186250992864,0,-2.33785605878038,0,1.48167171859853
TP_0C_50SOC,0,273.15,0.5,50,19190,2.93643606940798,0.97778411181839,0,-2.33785605878038,0,1.63002033617177
TP_0C_50SOC,0,273.15,0.5,50,20163,2.92422758951522,0.973718892148547,0,-2.33785605878038,0,1.78180078296332
TP_0C_50SOC,0,273.15,0.5,50,21241,2.920124538008,0.972352644602575,0,-2.33785605878038,0,1.94996041466043
TP_10C_50SOC,10,283.15,0.5,50,0,2.99514302303745,1,0,-1.70195921079212,0,-1.36347069561629
TP_10C_50SOC,10,283.15,0.5,50,160.33,2.98693362811535,0.997259097525909,0,-1.70195921079212,0,-1.33846046022668
TP_10C_50SOC,10,283.15,0.5,50,276.98,2.98495406852711,0.996598174300202,0,-1.70195921079212,0,-1.32026396575779
TP_10C_50SOC,10,283.15,0.5,50,408.99,2.98298325362221,0.995940170695786,0,-1.70195921079212,0,-1.29967143052556
TP_10C_50SOC,10,283.15,0.5,50,708.11,2.97919454964705,0.994675221427581,0,-1.70195921079212,0,-1.25301103253555
TP_10C_50SOC,10,283.15,0.5,50,1009.1,2.97622507921279,0.993683792834215,0,-1.70195921079212,0,-1.20605892906197
TP_10C_50SOC,10,283.15,0.5,50,1285.6,2.97329339620611,0.99270498047563,0,-1.70195921079212,0,-1.16292707547732
TP_10C_50SOC,10,283.15,0.5,50,1945,2.96934274110786,0.991385959958792,0,-1.70195921079212,0,-1.06006579427039
TP_10C_50SOC,10,283.15,0.5,50,2579.2,2.96521149638089,0.990006645283268,0,-1.70195921079212,0,-0.961135517440793
TP_10C_50SOC,10,283.15,0.5,50,3286.7,2.96279303729644,0.989199184983092,0,-1.70195921079212,0,-0.85077100962474
TP_10C_50SOC,10,283.15,0.5,50,3872.7,2.95961372858907,0.98813769687287,0,-1.70195921079212,0,-0.759359558627981
TP_10C_50SOC,10,283.15,0.5,50,4483,2.95630505321135,0.987033016611436,0,-1.70195921079212,0,-0.664157496267363
TP_10C_50SOC,10,283.15,0.5,50,5118.6,2.95384937812907,0.986213130861944,0,-1.70195921079212,0,-0.565008830305691
TP_10C_50SOC,10,283.15,0.5,50,5753.1,2.95111775940241,0.985301114739291,0,-1.70195921079212,0,-0.466031755804934
TP_10C_50SOC,10,283.15,0.5,50,6388.1,2.94707009146304,0.9839497041695,0,-1.70195921079212,0,-0.366976685185579
TP_10C_50SOC,10,283.15,0.5,50,7026.7,2.94619285930769,0.983656819272651,0,-1.70195921079212,0,-0.26736004251232
