T_degC,T_K,SOC_store,SOC_pct,t_h,source_col,TP_0C_50SOC,TP_10C_50SOC,TP_25C_0SOC,TP_25C_100SOC,TP_25C_50SOC,TP_40C_0SOC,TP_40C_100SOC,TP_40C_12_5SOC,TP_40C_25SOC,TP_40C_37_5SOC,TP_40C_50SOC,TP_40C_62_5SOC,TP_40C_75SOC,TP_40C_87_5SOC,TP_60C_0SOC,TP_60C_100SOC,TP_60C_50SOC
60,333.15,1,100,1945,"TP_60°C,100%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.73225565777591,NaN
0,273.15,0.5,50,2579.2,"TP_0°C,50%SOC",2.98162262399036,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10,283.15,0.5,50,2579.2,"TP_10°C,50%SOC",NaN,2.96521149638089,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25,298.15,0,0,2579.2,"TP_25°C,0%SOC",NaN,NaN,2.98372051087346,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25,298.15,0.5,50,2579.2,"TP_25°C,50%SOC",NaN,NaN,NaN,NaN,2.94712823679469,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25,298.15,1,100,2579.2,"TP_25°C,100%SOC",NaN,NaN,NaN,2.87998004377818,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0,0,2579.2,"TP_40°C,0%SOC",NaN,NaN,NaN,NaN,NaN,2.97826819307978,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0.125,12.5,2579.2,"TP_40°C,12.5%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.95745541845676,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0.25,25,2579.2,"TP_40°C,25%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.93518199360573,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0.375,37.5,2579.2,"TP_40°C,37.5%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.90786917299756,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0.5,50,2579.2,"TP_40°C,50%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.90808062407934,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0.625,62.5,2579.2,"TP_40°C,62.5%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.90142161414131,NaN,NaN,NaN,NaN,NaN
40,313.15,0.75,75,2579.2,"TP_40°C,75%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.87385462896296,NaN,NaN,NaN,NaN
40,313.15,0.875,87.5,2579.2,"TP_40°C,87.5%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.83421971266971,NaN,NaN,NaN
40,313.15,1,100,2579.2,"TP_40°C,100%SOC",NaN,NaN,NaN,NaN,NaN,NaN,2.83615242369884,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
60,333.15,0,0,2579.2,"TP_60°C,0%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.93002665290599,NaN,NaN
60,333.15,0.5,50,2579.2,"TP_60°C,50%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.77315518556936
60,333.15,1,100,2579.2,"TP_60°C,100%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.70149864395968,NaN
0,273.15,0.5,50,3286.7,"TP_0°C,50%SOC",2.97945910701932,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10,283.15,0.5,50,3286.7,"TP_10°C,50%SOC",NaN,2.96279303729644,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25,298.15,0,0,3286.7,"TP_25°C,0%SOC",NaN,NaN,2.9813581772835,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25,298.15,0.5,50,3286.7,"TP_25°C,50%SOC",NaN,NaN,NaN,NaN,2.94190250252598,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25,298.15,1,100,3286.7,"TP_25°C,100%SOC",NaN,NaN,NaN,2.86439043770762,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0,0,3286.7,"TP_40°C,0%SOC",NaN,NaN,NaN,NaN,NaN,2.97400102997084,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0.125,12.5,3286.7,"TP_40°C,12.5%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.94958876741385,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0.25,25,3286.7,"TP_40°C,25%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.92582391474432,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0.375,37.5,3286.7,"TP_40°C,37.5%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.89647227871794,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0.5,50,3286.7,"TP_40°C,50%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.89622595209746,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0.625,62.5,3286.7,"TP_40°C,62.5%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.88945996433231,NaN,NaN,NaN,NaN,NaN
40,313.15,0.75,75,3286.7,"TP_40°C,75%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.86136501558144,NaN,NaN,NaN,NaN
40,313.15,0.875,87.5,3286.7,"TP_40°C,87.5%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.81876042144285,NaN,NaN,NaN
40,313.15,1,100,3286.7,"TP_40°C,100%SOC",NaN,NaN,NaN,NaN,NaN,NaN,2.82030632692463,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
60,333.15,0,0,3286.7,"TP_60°C,0%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.92177408729632,NaN,NaN
60,333.15,0.5,50,3286.7,"TP_60°C,50%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.75322507411253
60,333.15,1,100,3286.7,"TP_60°C,100%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.67745628628755,NaN
0,273.15,0.5,50,3872.7,"TP_0°C,50%SOC",2.97723338949598,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10,283.15,0.5,50,3872.7,"TP_10°C,50%SOC",NaN,2.95961372858907,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25,298.15,0,0,3872.7,"TP_25°C,0%SOC",NaN,NaN,2.97884074853484,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25,298.15,0.5,50,3872.7,"TP_25°C,50%SOC",NaN,NaN,NaN,NaN,2.93702092742419,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25,298.15,1,100,3872.7,"TP_25°C,100%SOC",NaN,NaN,NaN,2.85170801932865,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0,0,3872.7,"TP_40°C,0%SOC",NaN,NaN,NaN,NaN,NaN,2.96987421127762,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0.125,12.5,3872.7,"TP_40°C,12.5%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.94295478130857,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0.25,25,3872.7,"TP_40°C,25%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.91818687239569,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0.375,37.5,3872.7,"TP_40°C,37.5%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.88700738096908,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0.5,50,3872.7,"TP_40°C,50%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.88719039810577,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0.625,62.5,3872.7,"TP_40°C,62.5%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.8802124702769,NaN,NaN,NaN,NaN,NaN
40,313.15,0.75,75,3872.7,"TP_40°C,75%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.85154885898853,NaN,NaN,NaN,NaN
40,313.15,0.875,87.5,3872.7,"TP_40°C,87.5%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.80698209540622,NaN,NaN,NaN
40,313.15,1,100,3872.7,"TP_40°C,100%SOC",NaN,NaN,NaN,NaN,NaN,NaN,2.8087481777221,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
60,333.15,0,0,3872.7,"TP_60°C,0%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.91497190557335,NaN,NaN
60,333.15,0.5,50,3872.7,"TP_60°C,50%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.7363444040512
60,333.15,1,100,3872.7,"TP_60°C,100%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.65881581314737,NaN
0,273.15,0.5,50,4483,"TP_0°C,50%SOC",2.9745857897287,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10,283.15,0.5,50,4483,"TP_10°C,50%SOC",NaN,2.95630505321135,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25,298.15,0,0,4483,"TP_25°C,0%SOC",NaN,NaN,2.97628191902321,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25,298.15,0.5,50,4483,"TP_25°C,50%SOC",NaN,NaN,NaN,NaN,2.93261861901375,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25,298.15,1,100,4483,"TP_25°C,100%SOC",NaN,NaN,NaN,2.84221363711539,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0,0,4483,"TP_40°C,0%SOC",NaN,NaN,NaN,NaN,NaN,2.96616523961604,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0.125,12.5,4483,"TP_40°C,12.5%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.93677553882467,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0.25,25,4483,"TP_40°C,25%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.91025590322585,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0.375,37.5,4483,"TP_40°C,37.5%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.87825956198802,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0.5,50,4483,"TP_40°C,50%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.87829752999192,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0.625,62.5,4483,"TP_40°C,62.5%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.87082108215563,NaN,NaN,NaN,NaN,NaN
40,313.15,0.75,75,4483,"TP_40°C,75%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.84202763699416,NaN,NaN,NaN,NaN
40,313.15,0.875,87.5,4483,"TP_40°C,87.5%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.7954192962979,NaN,NaN,NaN
40,313.15,1,100,4483,"TP_40°C,100%SOC",NaN,NaN,NaN,NaN,NaN,NaN,2.79732606134809,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
60,333.15,0,0,4483,"TP_60°C,0%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.90854511225895,NaN,NaN
60,333.15,0.5,50,4483,"TP_60°C,50%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.72330230806856
60,333.15,1,100,4483,"TP_60°C,100%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.64158812252667,NaN
0,273.15,0.5,50,5118.6,"TP_0°C,50%SOC",2.97279959692411,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10,283.15,0.5,50,5118.6,"TP_10°C,50%SOC",NaN,2.95384937812907,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25,298.15,0,0,5118.6,"TP_25°C,0%SOC",NaN,NaN,2.97465948771311,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25,298.15,0.5,50,5118.6,"TP_25°C,50%SOC",NaN,NaN,NaN,NaN,2.92901314245862,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25,298.15,1,100,5118.6,"TP_25°C,100%SOC",NaN,NaN,NaN,2.82998383244879,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0,0,5118.6,"TP_40°C,0%SOC",NaN,NaN,NaN,NaN,NaN,2.96279576093274,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0.125,12.5,5118.6,"TP_40°C,12.5%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.93062461836519,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0.25,25,5118.6,"TP_40°C,25%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.90328345177606,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0.375,37.5,5118.6,"TP_40°C,37.5%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.86973722164979,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0.5,50,5118.6,"TP_40°C,50%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.86967977215158,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0.625,62.5,5118.6,"TP_40°C,62.5%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.86221976420161,NaN,NaN,NaN,NaN,NaN
40,313.15,0.75,75,5118.6,"TP_40°C,75%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.8325088422585,NaN,NaN,NaN,NaN
40,313.15,0.875,87.5,5118.6,"TP_40°C,87.5%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.78398294715964,NaN,NaN,NaN
40,313.15,1,100,5118.6,"TP_40°C,100%SOC",NaN,NaN,NaN,NaN,NaN,NaN,2.78626992590091,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
60,333.15,0,0,5118.6,"TP_60°C,0%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.90190586020904,NaN,NaN
60,333.15,0.5,50,5118.6,"TP_60°C,50%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.70451008160356
60,333.15,1,100,5118.6,"TP_60°C,100%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.62242393901541,NaN
0,273.15,0.5,50,5753.1,"TP_0°C,50%SOC",2.97039469081612,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10,283.15,0.5,50,5753.1,"TP_10°C,50%SOC",NaN,2.95111775940241,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25,298.15,0,0,5753.1,"TP_25°C,0%SOC",NaN,NaN,2.97273242259977,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25,298.15,0.5,50,5753.1,"TP_25°C,50%SOC",NaN,NaN,NaN,NaN,2.92429617488237,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25,298.15,1,100,5753.1,"TP_25°C,100%SOC",NaN,NaN,NaN,2.81754468296066,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0,0,5753.1,"TP_40°C,0%SOC",NaN,NaN,NaN,NaN,NaN,2.95902279454768,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0.125,12.5,5753.1,"TP_40°C,12.5%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.9244433250141,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0.25,25,5753.1,"TP_40°C,25%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.89599857878134,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0.375,37.5,5753.1,"TP_40°C,37.5%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.86135126238592,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0.5,50,5753.1,"TP_40°C,50%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.86085917234156,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0.625,62.5,5753.1,"TP_40°C,62.5%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.85362190544083,NaN,NaN,NaN,NaN,NaN
40,313.15,0.75,75,5753.1,"TP_40°C,75%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.82335386681587,NaN,NaN,NaN,NaN
40,313.15,0.875,87.5,5753.1,"TP_40°C,87.5%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.77321807555152,NaN,NaN,NaN
40,313.15,1,100,5753.1,"TP_40°C,100%SOC",NaN,NaN,NaN,NaN,NaN,NaN,2.77547115047887,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
60,333.15,0,0,5753.1,"TP_60°C,0%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.89405991913082,NaN,NaN
60,333.15,0.5,50,5753.1,"TP_60°C,50%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.6839395418023
60,333.15,1,100,5753.1,"TP_60°C,100%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.6009243078346,NaN
0,273.15,0.5,50,6388.1,"TP_0°C,50%SOC",2.96768680521628,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10,283.15,0.5,50,6388.1,"TP_10°C,50%SOC",NaN,2.94707009146304,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25,298.15,0,0,6388.1,"TP_25°C,0%SOC",NaN,NaN,2.97420827575053,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25,298.15,0.5,50,6388.1,"TP_25°C,50%SOC",NaN,NaN,NaN,NaN,2.91847475558928,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25,298.15,1,100,6388.1,"TP_25°C,100%SOC",NaN,NaN,NaN,2.80886617480379,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0,0,6388.1,"TP_40°C,0%SOC",NaN,NaN,NaN,NaN,NaN,2.95868926281518,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0.125,12.5,6388.1,"TP_40°C,12.5%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.9175581661245,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0.25,25,6388.1,"TP_40°C,25%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.88806829293145,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0.375,37.5,6388.1,"TP_40°C,37.5%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.85395550707285,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0.5,50,6388.1,"TP_40°C,50%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.85206209166006,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0.625,62.5,6388.1,"TP_40°C,62.5%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.84541214272435,NaN,NaN,NaN,NaN,NaN
40,313.15,0.75,75,6388.1,"TP_40°C,75%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.81685012264495,NaN,NaN,NaN,NaN
40,313.15,0.875,87.5,6388.1,"TP_40°C,87.5%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.76482340692044,NaN,NaN,NaN
40,313.15,1,100,6388.1,"TP_40°C,100%SOC",NaN,NaN,NaN,NaN,NaN,NaN,2.76585149128599,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
60,333.15,0,0,6388.1,"TP_60°C,0%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.89419803013934,NaN,NaN
60,333.15,0.5,50,6388.1,"TP_60°C,50%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.66311614685944
60,333.15,1,100,6388.1,"TP_60°C,100%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.57914734972377,NaN
0,273.15,0.5,50,7026.7,"TP_0°C,50%SOC",2.96668499794046,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10,283.15,0.5,50,7026.7,"TP_10°C,50%SOC",NaN,2.94619285930769,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25,298.15,0,0,7026.7,"TP_25°C,0%SOC",NaN,NaN,2.96915371899428,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25,298.15,0.5,50,7026.7,"TP_25°C,50%SOC",NaN,NaN,NaN,NaN,2.91759865604794,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25,298.15,1,100,7026.7,"TP_25°C,100%SOC",NaN,NaN,NaN,2.79855446179197,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0,0,7026.7,"TP_40°C,0%SOC",NaN,NaN,NaN,NaN,NaN,2.95266203382302,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0.125,12.5,7026.7,"TP_40°C,12.5%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.91271432604751,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0.25,25,7026.7,"TP_40°C,25%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.88192250118991,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0.375,37.5,7026.7,"TP_40°C,37.5%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.84524870714164,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0.5,50,7026.7,"TP_40°C,50%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.8450704886893,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0.625,62.5,7026.7,"TP_40°C,62.5%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.83813034523893,NaN,NaN,NaN,NaN,NaN
40,313.15,0.75,75,7026.7,"TP_40°C,75%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.80704420514774,NaN,NaN,NaN,NaN
40,313.15,0.875,87.5,7026.7,"TP_40°C,87.5%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.75363527474813,NaN,NaN,NaN
