T_degC,T_K,SOC_store,SOC_pct,t_h,source_col,TP_0C_50SOC,TP_10C_50SOC,TP_25C_0SOC,TP_25C_100SOC,TP_25C_50SOC,TP_40C_0SOC,TP_40C_100SOC,TP_40C_12_5SOC,TP_40C_25SOC,TP_40C_37_5SOC,TP_40C_50SOC,TP_40C_62_5SOC,TP_40C_75SOC,TP_40C_87_5SOC,TP_60C_0SOC,TP_60C_100SOC,TP_60C_50SOC
0,273.15,0.5,50,0,"TP_0°C,50%SOC",3.00315379838508,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10,283.15,0.5,50,0,"TP_10°C,50%SOC",NaN,2.99514302303745,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25,298.15,0,0,0,"TP_25°C,0%SOC",NaN,NaN,2.99596759106016,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25,298.15,0.5,50,0,"TP_25°C,50%SOC",NaN,NaN,NaN,NaN,2.99311602073196,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25,298.15,1,100,0,"TP_25°C,100%SOC",NaN,NaN,NaN,2.99555043405747,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0,0,0,"TP_40°C,0%SOC",NaN,NaN,NaN,NaN,NaN,2.9948,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0.125,12.5,0,"TP_40°C,12.5%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.99404225310133,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0.25,25,0,"TP_40°C,25%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.99911279136341,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0.375,37.5,0,"TP_40°C,37.5%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.99268902370095,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0.5,50,0,"TP_40°C,50%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.98963756864357,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0.625,62.5,0,"TP_40°C,62.5%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.99526415615506,NaN,NaN,NaN,NaN,NaN
40,313.15,0.75,75,0,"TP_40°C,75%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.99664900869078,NaN,NaN,NaN,NaN
40,313.15,0.875,87.5,0,"TP_40°C,87.5%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.9931931792705,NaN,NaN,NaN
40,313.15,1,100,0,"TP_40°C,100%SOC",NaN,NaN,NaN,NaN,NaN,NaN,2.99353745610228,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
60,333.15,0,0,0,"TP_60°C,0%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.99607084911234,NaN,NaN
60,333.15,0.5,50,0,"TP_60°C,50%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.99083615332298
60,333.15,1,100,0,"TP_60°C,100%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.99094017096012,NaN
0,273.15,0.5,50,160.33,"TP_0°C,50%SOC",2.99843337747104,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10,283.15,0.5,50,160.33,"TP_10°C,50%SOC",NaN,2.98693362811535,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25,298.15,0,0,160.33,"TP_25°C,0%SOC",NaN,NaN,3.00197966101078,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25,298.15,0.5,50,160.33,"TP_25°C,50%SOC",NaN,NaN,NaN,NaN,2.98576569576823,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25,298.15,1,100,160.33,"TP_25°C,100%SOC",NaN,NaN,NaN,2.96357549568905,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0,0,160.33,"TP_40°C,0%SOC",NaN,NaN,NaN,NaN,NaN,3.0011,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0.125,12.5,160.33,"TP_40°C,12.5%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.00065842053856,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0.25,25,160.33,"TP_40°C,25%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.99060839208556,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0.375,37.5,160.33,"TP_40°C,37.5%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.97989014715114,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0.5,50,160.33,"TP_40°C,50%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.98246573057286,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0.625,62.5,160.33,"TP_40°C,62.5%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.97748395436287,NaN,NaN,NaN,NaN,NaN
40,313.15,0.75,75,160.33,"TP_40°C,75%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.96122550526002,NaN,NaN,NaN,NaN
40,313.15,0.875,87.5,160.33,"TP_40°C,87.5%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.94530075268077,NaN,NaN,NaN
40,313.15,1,100,160.33,"TP_40°C,100%SOC",NaN,NaN,NaN,NaN,NaN,NaN,2.95096430652603,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
60,333.15,0,0,160.33,"TP_60°C,0%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.99504699066948,NaN,NaN
60,333.15,0.5,50,160.33,"TP_60°C,50%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.94717494878133
60,333.15,1,100,160.33,"TP_60°C,100%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.91424906428095,NaN
0,273.15,0.5,50,276.98,"TP_0°C,50%SOC",2.99791915984479,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10,283.15,0.5,50,276.98,"TP_10°C,50%SOC",NaN,2.98495406852711,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25,298.15,0,0,276.98,"TP_25°C,0%SOC",NaN,NaN,2.99888671442787,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25,298.15,0.5,50,276.98,"TP_25°C,50%SOC",NaN,NaN,NaN,NaN,2.98455331768978,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25,298.15,1,100,276.98,"TP_25°C,100%SOC",NaN,NaN,NaN,2.952967574041,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0,0,276.98,"TP_40°C,0%SOC",NaN,NaN,NaN,NaN,NaN,3.0001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0.125,12.5,276.98,"TP_40°C,12.5%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.99823369530128,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0.25,25,276.98,"TP_40°C,25%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.98641627269096,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0.375,37.5,276.98,"TP_40°C,37.5%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.97113392299188,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0.5,50,276.98,"TP_40°C,50%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.97447020062843,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0.625,62.5,276.98,"TP_40°C,62.5%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.96911373808719,NaN,NaN,NaN,NaN,NaN
40,313.15,0.75,75,276.98,"TP_40°C,75%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.94814862712388,NaN,NaN,NaN,NaN
40,313.15,0.875,87.5,276.98,"TP_40°C,87.5%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.9302944582375,NaN,NaN,NaN
40,313.15,1,100,276.98,"TP_40°C,100%SOC",NaN,NaN,NaN,NaN,NaN,NaN,2.93561570050631,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
60,333.15,0,0,276.98,"TP_60°C,0%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.98640449328618,NaN,NaN
60,333.15,0.5,50,276.98,"TP_60°C,50%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.92338653423117
60,333.15,1,100,276.98,"TP_60°C,100%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.88020133303298,NaN
0,273.15,0.5,50,408.99,"TP_0°C,50%SOC",2.99558409556572,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10,283.15,0.5,50,408.99,"TP_10°C,50%SOC",NaN,2.98298325362221,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25,298.15,0,0,408.99,"TP_25°C,0%SOC",NaN,NaN,2.99718761448185,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25,298.15,0.5,50,408.99,"TP_25°C,50%SOC",NaN,NaN,NaN,NaN,2.98078147099219,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25,298.15,1,100,408.99,"TP_25°C,100%SOC",NaN,NaN,NaN,2.94357205232571,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0,0,408.99,"TP_40°C,0%SOC",NaN,NaN,NaN,NaN,NaN,2.9973,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0.125,12.5,408.99,"TP_40°C,12.5%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.99271617642372,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0.25,25,408.99,"TP_40°C,25%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.98063243873549,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0.375,37.5,408.99,"TP_40°C,37.5%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.96345211573732,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0.5,50,408.99,"TP_40°C,50%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.96553829141535,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0.625,62.5,408.99,"TP_40°C,62.5%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.96078878862629,NaN,NaN,NaN,NaN,NaN
40,313.15,0.75,75,408.99,"TP_40°C,75%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.93920141230085,NaN,NaN,NaN,NaN
40,313.15,0.875,87.5,408.99,"TP_40°C,87.5%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.91755299035328,NaN,NaN,NaN
40,313.15,1,100,408.99,"TP_40°C,100%SOC",NaN,NaN,NaN,NaN,NaN,NaN,2.92245169644657,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
60,333.15,0,0,408.99,"TP_60°C,0%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.97791644444513,NaN,NaN
60,333.15,0.5,50,408.99,"TP_60°C,50%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.90458541222055
60,333.15,1,100,408.99,"TP_60°C,100%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.85608800359792,NaN
0,273.15,0.5,50,708.11,"TP_0°C,50%SOC",2.99302360604556,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10,283.15,0.5,50,708.11,"TP_10°C,50%SOC",NaN,2.97919454964705,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25,298.15,0,0,708.11,"TP_25°C,0%SOC",NaN,NaN,2.99587702252932,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25,298.15,0.5,50,708.11,"TP_25°C,50%SOC",NaN,NaN,NaN,NaN,2.97453973103945,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25,298.15,1,100,708.11,"TP_25°C,100%SOC",NaN,NaN,NaN,2.9319100421036,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0,0,708.11,"TP_40°C,0%SOC",NaN,NaN,NaN,NaN,NaN,2.99502206116749,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0.125,12.5,708.11,"TP_40°C,12.5%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.98544013760405,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0.25,25,708.11,"TP_40°C,25%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.97019289844463,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0.375,37.5,708.11,"TP_40°C,37.5%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.95190500360384,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0.5,50,708.11,"TP_40°C,50%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.95351738009719,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0.625,62.5,708.11,"TP_40°C,62.5%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.94749166446901,NaN,NaN,NaN,NaN,NaN
40,313.15,0.75,75,708.11,"TP_40°C,75%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.9252483731525,NaN,NaN,NaN,NaN
40,313.15,0.875,87.5,708.11,"TP_40°C,87.5%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.89885946041828,NaN,NaN,NaN
40,313.15,1,100,708.11,"TP_40°C,100%SOC",NaN,NaN,NaN,NaN,NaN,NaN,2.90327695258843,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
60,333.15,0,0,708.11,"TP_60°C,0%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.96728658342394,NaN,NaN
60,333.15,0.5,50,708.11,"TP_60°C,50%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.87269056820596
60,333.15,1,100,708.11,"TP_60°C,100%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.81879792092464,NaN
0,273.15,0.5,50,1009.1,"TP_0°C,50%SOC",2.98942405264463,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10,283.15,0.5,50,1009.1,"TP_10°C,50%SOC",NaN,2.97622507921279,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25,298.15,0,0,1009.1,"TP_25°C,0%SOC",NaN,NaN,2.99258445219199,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25,298.15,0.5,50,1009.1,"TP_25°C,50%SOC",NaN,NaN,NaN,NaN,2.96376912979603,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25,298.15,1,100,1009.1,"TP_25°C,100%SOC",NaN,NaN,NaN,2.91518615352019,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0,0,1009.1,"TP_40°C,0%SOC",NaN,NaN,NaN,NaN,NaN,2.99091049212937,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0.125,12.5,1009.1,"TP_40°C,12.5%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.97978864751051,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0.25,25,1009.1,"TP_40°C,25%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.96273916569936,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0.375,37.5,1009.1,"TP_40°C,37.5%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.9419920624143,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0.5,50,1009.1,"TP_40°C,50%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.94325058871135,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0.625,62.5,1009.1,"TP_40°C,62.5%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.93720199664923,NaN,NaN,NaN,NaN,NaN
40,313.15,0.75,75,1009.1,"TP_40°C,75%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.91257597932197,NaN,NaN,NaN,NaN
40,313.15,0.875,87.5,1009.1,"TP_40°C,87.5%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.88361983752251,NaN,NaN,NaN
40,313.15,1,100,1009.1,"TP_40°C,100%SOC",NaN,NaN,NaN,NaN,NaN,NaN,2.8873520139535,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
60,333.15,0,0,1009.1,"TP_60°C,0%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.95793773536408,NaN,NaN
60,333.15,0.5,50,1009.1,"TP_60°C,50%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.85139622106154
60,333.15,1,100,1009.1,"TP_60°C,100%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.79327440080041,NaN
0,273.15,0.5,50,1285.6,"TP_0°C,50%SOC",2.98652927377801,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10,283.15,0.5,50,1285.6,"TP_10°C,50%SOC",NaN,2.97329339620611,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25,298.15,0,0,1285.6,"TP_25°C,0%SOC",NaN,NaN,2.98975630372229,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25,298.15,0.5,50,1285.6,"TP_25°C,50%SOC",NaN,NaN,NaN,NaN,2.9587201521966,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25,298.15,1,100,1285.6,"TP_25°C,100%SOC",NaN,NaN,NaN,2.90677716969118,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0,0,1285.6,"TP_40°C,0%SOC",NaN,NaN,NaN,NaN,NaN,2.98700127632553,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0.125,12.5,1285.6,"TP_40°C,12.5%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.97389863273872,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0.25,25,1285.6,"TP_40°C,25%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.95664488151565,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0.375,37.5,1285.6,"TP_40°C,37.5%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.93359980334139,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0.5,50,1285.6,"TP_40°C,50%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.93419185873499,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0.625,62.5,1285.6,"TP_40°C,62.5%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.92869707391916,NaN,NaN,NaN,NaN,NaN
40,313.15,0.75,75,1285.6,"TP_40°C,75%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.90306301233415,NaN,NaN,NaN,NaN
40,313.15,0.875,87.5,1285.6,"TP_40°C,87.5%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.87131262751468,NaN,NaN,NaN
40,313.15,1,100,1285.6,"TP_40°C,100%SOC",NaN,NaN,NaN,NaN,NaN,NaN,2.87435675384775,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
60,333.15,0,0,1285.6,"TP_60°C,0%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.94910283760662,NaN,NaN
60,333.15,0.5,50,1285.6,"TP_60°C,50%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.83200810969483
60,333.15,1,100,1285.6,"TP_60°C,100%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.77074524896512,NaN
0,273.15,0.5,50,1945,"TP_0°C,50%SOC",2.9840553936869,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10,283.15,0.5,50,1945,"TP_10°C,50%SOC",NaN,2.96934274110786,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25,298.15,0,0,1945,"TP_25°C,0%SOC",NaN,NaN,2.98634665841445,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25,298.15,0.5,50,1945,"TP_25°C,50%SOC",NaN,NaN,NaN,NaN,2.95279505260237,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25,298.15,1,100,1945,"TP_25°C,100%SOC",NaN,NaN,NaN,2.89470215617201,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0,0,1945,"TP_40°C,0%SOC",NaN,NaN,NaN,NaN,NaN,2.98289513185394,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0.125,12.5,1945,"TP_40°C,12.5%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.96540058932612,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0.25,25,1945,"TP_40°C,25%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.94506104690745,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0.375,37.5,1945,"TP_40°C,37.5%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.91968527853025,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0.5,50,1945,"TP_40°C,50%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.92008771936436,NaN,NaN,NaN,NaN,NaN,NaN
40,313.15,0.625,62.5,1945,"TP_40°C,62.5%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.91371520812649,NaN,NaN,NaN,NaN,NaN
40,313.15,0.75,75,1945,"TP_40°C,75%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.88714520977471,NaN,NaN,NaN,NaN
40,313.15,0.875,87.5,1945,"TP_40°C,87.5%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.85103232036458,NaN,NaN,NaN
40,313.15,1,100,1945,"TP_40°C,100%SOC",NaN,NaN,NaN,NaN,NaN,NaN,2.8535091778129,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
60,333.15,0,0,1945,"TP_60°C,0%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.93937751475593,NaN,NaN
60,333.15,0.5,50,1945,"TP_60°C,50%SOC",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.79932219788013
